#log[T] redshift massfrac  log[nh] ne/nh     mu    tcool     Lambdanet   ionf[ 1]   ionf[ 2]   ionf[ 3]   ionf[ 4]   ionf[ 5]   ionf[ 6]   ionf[ 7]   
 6.34   0.00     2.067e-03 -4.000  1.208e+00 0.618 4.686e+09 -7.019e-23  0.000e+00  0.000e+00  4.363e-10  2.820e-06  3.865e-03  6.775e-02  9.284e-01 
 6.33   0.00     2.067e-03 -4.000  1.208e+00 0.618 4.389e+09 -7.323e-23  0.000e+00  0.000e+00  5.221e-10  3.259e-06  4.416e-03  7.335e-02  9.222e-01 
 6.32   0.00     2.067e-03 -4.000  1.208e+00 0.618 4.113e+09 -7.637e-23  0.000e+00  0.000e+00  6.236e-10  3.759e-06  5.037e-03  7.935e-02  9.156e-01 
 6.31   0.00     2.067e-03 -4.000  1.208e+00 0.618 3.849e+09 -7.974e-23  0.000e+00  0.000e+00  7.494e-10  4.366e-06  5.784e-03  8.612e-02  9.081e-01 
 6.30   0.00     2.067e-03 -4.000  1.207e+00 0.618 3.599e+09 -8.336e-23  0.000e+00  0.000e+00  9.074e-10  5.111e-06  6.696e-03  9.385e-02  8.995e-01 
 6.29   0.00     2.067e-03 -4.000  1.207e+00 0.618 3.372e+09 -8.695e-23  0.000e+00  0.000e+00  1.089e-09  5.920e-06  7.680e-03  1.018e-01  8.905e-01 
 6.28   0.00     2.067e-03 -4.000  1.207e+00 0.618 3.162e+09 -9.059e-23  0.000e+00  0.000e+00  1.304e-09  6.839e-06  8.791e-03  1.104e-01  8.809e-01 
 6.27   0.00     2.067e-03 -4.000  1.207e+00 0.618 2.966e+09 -9.437e-23  0.000e+00  0.000e+00  1.573e-09  7.963e-06  1.014e-02  1.200e-01  8.699e-01 
 6.26   0.00     2.067e-03 -4.000  1.207e+00 0.618 2.784e+09 -9.829e-23  0.000e+00  0.000e+00  1.913e-09  9.353e-06  1.180e-02  1.311e-01  8.572e-01 
 6.25   0.00     2.067e-03 -4.000  1.207e+00 0.618 2.623e+09 -1.020e-22  0.000e+00  0.000e+00  2.301e-09  1.084e-05  1.357e-02  1.422e-01  8.442e-01 
 6.24   0.00     2.067e-03 -4.000  1.207e+00 0.618 2.477e+09 -1.055e-22  0.000e+00  0.000e+00  2.760e-09  1.254e-05  1.557e-02  1.541e-01  8.303e-01 
 6.23   0.00     2.067e-03 -4.000  1.207e+00 0.618 2.343e+09 -1.089e-22  0.000e+00  0.000e+00  3.335e-09  1.460e-05  1.801e-02  1.676e-01  8.144e-01 
 6.22   0.00     2.067e-03 -4.000  1.207e+00 0.618 2.218e+09 -1.125e-22  0.000e+00  0.000e+00  4.067e-09  1.719e-05  2.103e-02  1.830e-01  7.960e-01 
 6.21   0.00     2.067e-03 -4.000  1.207e+00 0.618 2.109e+09 -1.156e-22  0.000e+00  0.000e+00  4.890e-09  1.989e-05  2.420e-02  1.982e-01  7.775e-01 
 6.20   0.00     2.067e-03 -4.000  1.207e+00 0.618 2.010e+09 -1.185e-22  0.000e+00  0.000e+00  5.862e-09  2.295e-05  2.778e-02  2.143e-01  7.579e-01 
 6.19   0.00     2.067e-03 -4.000  1.207e+00 0.618 1.917e+09 -1.214e-22  0.000e+00  0.000e+00  7.084e-09  2.670e-05  3.214e-02  2.323e-01  7.355e-01 
 6.18   0.00     2.067e-03 -4.000  1.207e+00 0.618 1.832e+09 -1.243e-22  0.000e+00  0.000e+00  8.644e-09  3.139e-05  3.759e-02  2.528e-01  7.096e-01 
 6.17   0.00     2.067e-03 -4.000  1.207e+00 0.618 1.755e+09 -1.267e-22  0.000e+00  0.000e+00  1.035e-08  3.615e-05  4.311e-02  2.722e-01  6.847e-01 
